Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
64,3.0,0.0,0.0,205.0,4.0,33.0,2766.0,0.0,21.104000000000013,0.0,0.0,379.29381918907166,,,,,,,,,,,,,,,,,,,,,7.207057175642832,6.96746927618456,20.887054167371158,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,3.0,0.0,0.0,227.0,5.0,22.0,2788.0,0.0,9.604999999999995,0.0,0.0,381.09876322746277,,,,,,,,,,,,,,,,,,,,,2.5273631168471664,3.060380468527289,9.55895696839776,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,3.0,0.0,0.0,268.0,6.0,41.0,2829.0,0.0,12.612999999999989,0.0,0.0,384.1498394012451,,,,,,,,,,,,,,,,,,,,,2.7327210437413467,3.6022357246217998,12.513471909115726,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,3.0,0.0,0.0,309.0,7.0,41.0,2870.0,0.0,22.30700000000002,0.0,0.0,387.248587846756,,,,,,,,,,,,,,,,,,,,,6.6937156413982475,7.147380565607097,22.054612270973646,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,3.0,0.0,0.0,371.0,8.0,62.0,2932.0,0.0,24.105000000000004,0.0,0.0,391.6739811897278,,,,,,,,,,,,,,,,,,,,,10.21539500919892,6.252533375275601,23.495140650079748,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,3.0,0.0,0.0,449.0,9.0,78.0,3010.0,0.0,64.00300000000001,0.0,0.0,397.2544004917145,,,,,,,,,,,,,,,,,,,,,28.883407472288297,19.362876849882838,61.81190612328479,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,3.0,0.0,0.0,552.0,10.0,103.0,3113.0,0.0,63.007999999999996,0.0,0.0,404.4534239768982,,,,,,,,,,,,,,,,,,,,,25.909960674713748,19.043066208811485,60.39967372422873,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,3.0,0.0,0.0,645.0,11.0,93.0,3206.0,0.0,51.705000000000005,0.0,0.0,411.020215511322,,,,,,,,,,,,,,,,,,,,,23.345890598437485,13.855618697215233,49.583415589935264,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,3.0,0.0,0.0,679.0,12.0,34.0,3240.0,0.0,17.40500000000002,0.0,0.0,413.5437481403351,,,,,,,,,,,,,,,,,,,,,5.0600926901480054,5.540194999385415,17.250207055590565,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,3.0,0.0,0.0,725.0,13.0,46.0,3286.0,0.0,25.704000000000015,0.0,0.0,417.1348247528076,,,,,,,,,,,,,,,,,,,,,9.614601999478724,7.882339812384003,25.287015323347322,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3.0,0.0,0.0,764.0,14.0,39.0,3325.0,0.0,25.80600000000001,0.0,0.0,420.03807854652405,,,,,,,,,,,,,,,,,,,,,9.244813301798683,8.347107274191217,25.470923204434293,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3.0,0.0,0.0,795.0,15.0,31.0,3356.0,0.0,15.405999999999995,0.0,0.0,422.40494084358215,,,,,,,,,,,,,,,,,,,,,4.730231280332799,4.797622138780434,15.274637467777461,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3.0,0.0,0.0,883.0,16.0,88.0,3444.0,0.0,37.40500000000001,0.0,0.0,428.60953974723816,,,,,,,,,,,,,,,,,,,,,16.2132986283394,10.231335117103727,36.01424396467082,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3.0,0.0,0.0,1087.0,17.0,204.0,3648.0,0.0,111.70600000000005,0.0,0.0,442.60653257369995,,,,,,,,,,,,,,,,,,,,,49.896777756591995,27.6418232470974,101.62868602367898,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3.0,0.0,0.0,1124.0,18.0,37.0,3685.0,0.0,17.107000000000017,0.0,0.0,445.45666885375977,,,,,,,,,,,,,,,,,,,,,5.076023629594663,5.221181703454484,16.936123248953958,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3.0,0.0,0.0,1139.0,19.0,15.0,3700.0,0.0,6.705000000000001,0.0,0.0,446.7474904060364,,,,,,,,,,,,,,,,,,,,,1.8269731524387864,2.2345763088061577,6.6842796823958155,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3.0,0.0,0.0,1273.0,20.0,134.0,3834.0,0.0,79.00499999999998,0.0,0.0,455.97146344184875,,,,,,,,,,,,,,,,,,,,,30.027411839657795,21.24446229651229,75.05638319668256,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,0.0,0.0,204.0,1.0,204.0,4038.0,0.0,121.70399999999992,0.0,0.0,552.872252702713,,,,,,,,,,,,,,,,,,,,,52.276371695353895,30.879840939752793,111.15077094509292,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4.0,0.0,0.0,329.0,2.0,125.0,4163.0,0.0,98.80699999999996,0.0,0.0,561.9157707691193,,,,,,,,,,,,,,,,,,,,,38.5211896360466,30.704849818971496,94.08593723272688,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4.0,0.0,0.0,409.0,3.0,80.0,4243.0,0.0,41.20400000000003,0.0,0.0,567.4437062740326,,,,,,,,,,,,,,,,,,,,,15.149326158428096,10.704662309912209,40.03208599331907,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,0.0,510.0,4.0,101.0,4344.0,0.0,49.106000000000016,0.0,0.0,574.539281129837,,,,,,,,,,,,,,,,,,,,,20.64677013552679,14.243985821207756,47.06774396027206,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,0.0,534.0,5.0,24.0,4368.0,0.0,9.205999999999994,0.0,0.0,576.3424479961395,,,,,,,,,,,,,,,,,,,,,2.246911639401187,2.82711227130633,9.161235356010383,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,0.0,619.0,6.0,85.0,4453.0,0.0,45.00500000000003,0.0,0.0,582.3406066894531,,,,,,,,,,,,,,,,,,,,,17.194344210169426,11.545617654290218,43.587067809945566,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,0.0,770.0,7.0,151.0,4604.0,0.0,96.60399999999998,0.0,0.0,592.7534379959106,,,,,,,,,,,,,,,,,,,,,38.93974231557692,24.741302447705802,90.814913824172,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,0.0,833.0,8.0,63.0,4667.0,0.0,39.705,0.0,0.0,597.3425619602203,,,,,,,,,,,,,,,,,,,,,17.170509845317945,12.76239672339361,38.66191979954453,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,0.0,909.0,9.0,76.0,4743.0,0.0,48.305,0.0,0.0,602.7329201698303,,,,,,,,,,,,,,,,,,,,,19.593328265186802,14.798105411388077,46.8627698216675,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,0.0,1083.0,10.0,174.0,4917.0,0.0,89.20400000000006,0.0,0.0,614.6830945014954,,,,,,,,,,,,,,,,,,,,,42.56381493201184,21.75442768496804,81.8797759778078,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,0.0,1251.0,11.0,168.0,5085.0,0.0,91.71200000000007,0.0,0.0,626.5139107704163,,,,,,,,,,,,,,,,,,,,,46.08511127540934,23.183575778329597,84.05375506079207,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,0.0,1295.0,12.0,44.0,5129.0,0.0,28.205000000000016,0.0,0.0,629.7169389724731,,,,,,,,,,,,,,,,,,,,,9.61940877156272,9.151894685179762,27.80955556962086,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,0.0,1680.0,13.0,385.0,5514.0,0.0,241.59999999999968,0.0,0.0,655.9487075805664,,,,,,,,,,,,,,,,,,,,,96.49181357006665,56.42939241590503,204.65530708260684,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,0.0,1764.0,14.0,84.0,5598.0,0.0,59.706999999999994,0.0,0.0,661.8714265823364,,,,,,,,,,,,,,,,,,,,,23.905954172003028,18.588115689726667,57.756656506057816,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,0.0,1820.0,15.0,56.0,5654.0,0.0,18.506000000000043,0.0,0.0,665.9120442867279,,,,,,,,,,,,,,,,,,,,,4.992270923887672,5.309692474619163,18.244677505768067,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,0.0,1904.0,16.0,84.0,5738.0,0.0,58.40599999999999,0.0,0.0,671.887508392334,,,,,,,,,,,,,,,,,,,,,27.65317882920877,18.874704473989716,56.13927225059703,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,0.0,2035.0,17.0,131.0,5869.0,0.0,83.006,0.0,0.0,681.0250036716461,,,,,,,,,,,,,,,,,,,,,33.18230222428664,22.225910210798347,78.73785626488333,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,0.0,2217.0,18.0,182.0,6051.0,0.0,132.60499999999996,0.0,0.0,693.5164029598236,,,,,,,,,,,,,,,,,,,,,56.07585976222833,38.43478624017103,122.52171523851301,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,0.0,2232.0,19.0,15.0,6066.0,0.0,6.804,0.0,0.0,694.8258593082428,,,,,,,,,,,,,,,,,,,,,1.8992112392638325,2.2561191452899507,6.7822941255365805,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,0.0,2282.0,20.0,50.0,6116.0,0.0,20.305000000000017,0.0,0.0,698.7081432342529,,,,,,,,,,,,,,,,,,,,,7.698867853065886,6.139732304388609,19.939996603950654,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0,0.0,0.0,136.0,1.0,136.0,6252.0,0.0,78.00899999999987,0.0,0.0,841.938863992691,,,,,,,,,,,,,,,,,,,,,28.32967640458688,22.200800957741937,74.23039440337958,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,0.0,226.0,2.0,90.0,6342.0,0.0,42.110000000000014,0.0,0.0,848.3544814586639,,,,,,,,,,,,,,,,,,,,,12.095340375131297,12.52094831540481,41.062481848086264,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.0,0.0,0.0,362.0,3.0,136.0,6478.0,0.0,86.50699999999995,0.0,0.0,857.9499561786652,,,,,,,,,,,,,,,,,,,,,34.89023655559013,24.851213820936803,81.8437716000398,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.0,0.0,0.0,686.0,4.0,324.0,6802.0,0.0,228.60599999999988,0.0,0.0,879.8819510936737,,,,,,,,,,,,,,,,,,,,,98.78648934461641,56.183917673783895,196.7959734257701,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.0,0.0,0.0,723.0,5.0,37.0,6839.0,0.0,16.508000000000017,0.0,0.0,882.6180040836334,,,,,,,,,,,,,,,,,,,,,4.875770219377975,5.021527614389834,16.34394044232534,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.0,0.0,0.0,820.0,6.0,97.0,6936.0,0.0,56.60400000000002,0.0,0.0,889.3578298091888,,,,,,,,,,,,,,,,,,,,,24.323218426317478,15.425537535735431,54.29894675940661,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.0,0.0,0.0,905.0,7.0,85.0,7021.0,0.0,47.305000000000014,0.0,0.0,895.3004634380341,,,,,,,,,,,,,,,,,,,,,19.546848331257973,13.673781912869838,45.689207098942,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5.0,0.0,0.0,963.0,8.0,58.0,7079.0,0.0,26.807000000000027,0.0,0.0,899.4874248504639,,,,,,,,,,,,,,,,,,,,,8.928844054488247,8.212794132601172,26.315442487327008,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5.0,0.0,0.0,1006.0,9.0,43.0,7122.0,0.0,15.213999999999997,0.0,0.0,902.8241164684296,,,,,,,,,,,,,,,,,,,,,5.8444825224708445,4.041045970255568,14.977664916450207,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5.0,0.0,0.0,1321.0,10.0,315.0,7437.0,0.0,168.70999999999972,0.0,0.0,924.406708240509,,,,,,,,,,,,,,,,,,,,,66.78284101693079,45.86192769322976,147.82122630597289,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.0,0.0,0.0,1413.0,11.0,92.0,7529.0,0.0,69.203,0.0,0.0,930.9312934875488,,,,,,,,,,,,,,,,,,,,,29.60357615169453,20.903323061705528,66.54601701105517,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5.0,0.0,0.0,1477.0,12.0,64.0,7593.0,0.0,36.904999999999994,0.0,0.0,935.4578611850739,,,,,,,,,,,,,,,,,,,,,13.983917345486837,11.006415760033441,36.04607536525411,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5.0,0.0,0.0,1525.0,13.0,48.0,7641.0,0.0,28.405000000000012,0.0,0.0,939.0617752075195,,,,,,,,,,,,,,,,,,,,,11.580695584818846,8.499028035250582,27.87700361554424,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5.0,0.0,0.0,1582.0,14.0,57.0,7698.0,0.0,31.40900000000003,0.0,0.0,943.22731757164,,,,,,,,,,,,,,,,,,,,,9.263350854024958,10.029872826685267,30.911900902222804,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5.0,0.0,0.0,1663.0,15.0,81.0,7779.0,0.0,48.805,0.0,0.0,948.9164593219757,,,,,,,,,,,,,,,,,,,,,19.84132498151003,14.353747067845159,47.245097774272,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5.0,0.0,0.0,1878.0,16.0,215.0,7994.0,0.0,124.91299999999998,0.0,0.0,963.6249406337738,,,,,,,,,,,,,,,,,,,,,63.23787113379826,35.91755847889109,111.4282859922257,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5.0,0.0,0.0,1919.0,17.0,41.0,8035.0,0.0,20.207000000000026,0.0,0.0,966.7063269615173,,,,,,,,,,,,,,,,,,,,,5.543125444850527,6.397856155955309,19.999731588349484,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5.0,0.0,0.0,1971.0,18.0,52.0,8087.0,0.0,24.404000000000014,0.0,0.0,970.6105115413666,,,,,,,,,,,,,,,,,,,,,8.620625053194635,6.756000704092308,23.97970720443832,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5.0,0.0,0.0,1989.0,19.0,18.0,8105.0,0.0,7.405,0.0,0.0,972.134402513504,,,,,,,,,,,,,,,,,,,,,1.921399397876805,2.370000034111964,7.377792603441659,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5.0,0.0,0.0,2204.0,20.0,215.0,8320.0,0.0,131.60599999999985,0.0,0.0,986.8487310409546,,,,,,,,,,,,,,,,,,,,,55.919967585297755,31.70907661447927,119.70290987904006,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,6.0,0.0,0.0,34.0,1.0,34.0,8354.0,0.0,14.407999999999992,0.0,0.0,1144.1860361099243,,,,,,,,,,,,,,,,,,,,,3.6277102021581027,4.44480293045638,14.298956809936564,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,6.0,0.0,0.0,241.0,2.0,207.0,8561.0,0.0,115.90499999999994,0.0,0.0,1158.421091556549,,,,,,,,,,,,,,,,,,,,,46.187181259774185,28.211540270078768,106.45070418341021,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6.0,0.0,0.0,275.0,3.0,34.0,8595.0,0.0,17.50500000000002,0.0,0.0,1160.9328255653381,,,,,,,,,,,,,,,,,,,,,5.031569967568988,5.616728453903036,17.35127789900166,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,6.0,0.0,0.0,415.0,4.0,140.0,8735.0,0.0,78.906,0.0,0.0,1170.905838727951,,,,,,,,,,,,,,,,,,,,,33.619608305502055,20.852007078109462,74.27352836559531,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6.0,0.0,0.0,441.0,5.0,26.0,8761.0,0.0,10.206999999999994,0.0,0.0,1172.9446995258331,,,,,,,,,,,,,,,,,,,,,2.4655242712076317,3.150880748488748,10.15304941836697,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,6.0,0.0,0.0,535.0,6.0,94.0,8855.0,0.0,58.00500000000002,0.0,0.0,1179.5428578853607,,,,,,,,,,,,,,,,,,,,,23.73717618445178,15.616250931538202,55.829534973635184,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,6.0,0.0,0.0,637.0,7.0,102.0,8957.0,0.0,69.10499999999999,0.0,0.0,1186.8038585186005,,,,,,,,,,,,,,,,,,,,,31.26192865885365,20.13554630043142,65.98226554233928,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,6.0,0.0,0.0,692.0,8.0,55.0,9012.0,0.0,26.604000000000035,0.0,0.0,1190.7958014011383,,,,,,,,,,,,,,,,,,,,,9.324743153796218,7.116103156946392,26.117256382924143,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,6.0,0.0,0.0,754.0,9.0,62.0,9074.0,0.0,29.105000000000015,0.0,0.0,1195.3023617267609,,,,,,,,,,,,,,,,,,,,,11.35359972026802,8.310598365917283,28.429506323667056,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,6.0,0.0,0.0,775.0,10.0,21.0,9095.0,0.0,11.003999999999996,0.0,0.0,1196.938851594925,,,,,,,,,,,,,,,,,,,,,3.2772369401111328,3.6486506968504266,10.946124148406073,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,6.0,0.0,0.0,843.0,11.0,68.0,9163.0,0.0,55.00599999999999,0.0,0.0,1201.7832210063934,,,,,,,,,,,,,,,,,,,,,22.503467242882184,17.422712520586614,53.529293521005016,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,6.0,0.0,0.0,957.0,12.0,114.0,9277.0,0.0,70.904,0.0,0.0,1209.7082657814026,,,,,,,,,,,,,,,,,,,,,32.34363791003597,19.899516891371018,67.28410938764357,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,6.0,0.0,0.0,997.0,13.0,40.0,9317.0,0.0,10.512999999999987,0.0,0.0,1212.878473997116,,,,,,,,,,,,,,,,,,,,,1.9869384208231395,2.8282002989549544,10.443966429596676,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,6.0,0.0,0.0,1238.0,14.0,241.0,9558.0,0.0,143.10499999999996,0.0,0.0,1229.5841500759125,,,,,,,,,,,,,,,,,,,,,70.90376062845112,41.72202266085296,126.14333702556897,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,6.0,0.0,0.0,1336.0,15.0,98.0,9656.0,0.0,50.50600000000002,0.0,0.0,1236.4615190029144,,,,,,,,,,,,,,,,,,,,,17.905571505434672,13.949273843982658,48.80005404651392,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,6.0,0.0,0.0,1409.0,16.0,73.0,9729.0,0.0,41.40800000000001,0.0,0.0,1241.6855034828186,,,,,,,,,,,,,,,,,,,,,13.039464391795462,13.051685175632674,40.49661571511402,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,6.0,0.0,0.0,1515.0,17.0,106.0,9835.0,0.0,60.709999999999994,0.0,0.0,1249.121982574463,,,,,,,,,,,,,,,,,,,,,25.280877028546723,19.0866124932066,58.08831535032439,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,6.0,0.0,0.0,1594.0,18.0,79.0,9914.0,0.0,46.30500000000002,0.0,0.0,1254.7585396766663,,,,,,,,,,,,,,,,,,,,,16.70529031180653,12.942382950340237,45.030312377745034,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,6.0,0.0,0.0,1614.0,19.0,20.0,9934.0,0.0,8.005999999999995,0.0,0.0,1256.3793926239014,,,,,,,,,,,,,,,,,,,,,1.9496683595845226,2.5488011701724305,7.974981614422733,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,6.0,0.0,0.0,1693.0,20.0,79.0,10013.0,0.0,62.903999999999996,0.0,0.0,1262.0483813285828,,,,,,,,,,,,,,,,,,,,,26.526667221138037,18.7348056363135,60.86926255208219,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,7.0,0.0,0.0,67.0,1.0,67.0,10080.0,0.0,38.11399999999998,0.0,0.0,1393.6276860237122,,,,,,,,,,,,,,,,,,,,,11.329522591634877,12.281456834737185,37.39231430066112,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,7.0,0.0,0.0,308.0,2.0,241.0,10321.0,0.0,140.20499999999956,0.0,0.0,1410.1117315292358,,,,,,,,,,,,,,,,,,,,,51.43718298169808,36.54846192151027,127.93657547688775,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,7.0,0.0,0.0,637.0,3.0,329.0,10650.0,0.0,181.90599999999947,0.0,0.0,1432.5981690883636,,,,,,,,,,,,,,,,,,,,,75.01977612668732,43.07366674280252,157.3818755298497,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,7.0,0.0,0.0,706.0,4.0,69.0,10719.0,0.0,35.70600000000001,0.0,0.0,1437.5764343738556,,,,,,,,,,,,,,,,,,,,,14.032146737401511,9.686967181469425,34.772554429548826,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,7.0,0.0,0.0,776.0,5.0,70.0,10789.0,0.0,35.707000000000015,0.0,0.0,1442.5421574115753,,,,,,,,,,,,,,,,,,,,,12.342180861147163,9.859747163873369,34.877925264984675,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,7.0,0.0,0.0,807.0,6.0,31.0,10820.0,0.0,11.306999999999993,0.0,0.0,1444.966362953186,,,,,,,,,,,,,,,,,,,,,2.954309028835012,3.3781256080893614,11.226643063169284,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,7.0,0.0,0.0,887.0,7.0,80.0,10900.0,0.0,41.30500000000001,0.0,0.0,1450.6379475593567,,,,,,,,,,,,,,,,,,,,,16.150229519710074,11.196809060066633,40.0530346730963,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,7.0,0.0,0.0,952.0,8.0,65.0,10965.0,0.0,35.706999999999994,0.0,0.0,1455.4289827346802,,,,,,,,,,,,,,,,,,,,,14.174927981944492,11.578918887163416,34.820450131304916,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,7.0,0.0,0.0,1121.0,9.0,169.0,11134.0,0.0,122.10799999999992,0.0,0.0,1467.2992105484009,,,,,,,,,,,,,,,,,,,,,47.278177713923434,34.474269058848144,114.23222018653355,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,7.0,0.0,0.0,1323.0,10.0,202.0,11336.0,0.0,135.30399999999992,0.0,0.0,1481.1584894657135,,,,,,,,,,,,,,,,,,,,,56.100740310632624,34.948538628978426,124.09574620345565,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,7.0,0.0,0.0,1413.0,11.0,90.0,11426.0,0.0,50.805,0.0,0.0,1487.6454074382782,,,,,,,,,,,,,,,,,,,,,22.486319402234944,15.195998286421927,48.830061315113994,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,7.0,0.0,0.0,1493.0,12.0,80.0,11506.0,0.0,45.107000000000006,0.0,0.0,1493.2963960170746,,,,,,,,,,,,,,,,,,,,,18.100381877747466,12.544038364637382,43.70267212190213,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,7.0,0.0,0.0,1757.0,13.0,264.0,11770.0,0.0,168.50499999999974,0.0,0.0,1511.327003955841,,,,,,,,,,,,,,,,,,,,,67.11263543788967,47.93358461558278,150.93820244684412,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,7.0,0.0,0.0,2162.0,14.0,405.0,12175.0,0.0,264.6999999999996,0.0,0.0,1538.8243901729584,,,,,,,,,,,,,,,,,,,,,105.03245321500373,67.0031095114714,222.38424068861218,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,7.0,0.0,0.0,2262.0,15.0,100.0,12275.0,0.0,75.90700000000001,0.0,0.0,1545.859733581543,,,,,,,,,,,,,,,,,,,,,34.181624795925956,23.00836161438858,72.56139891932672,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
